head,pos,lemma,freq,disp,freq_sp,freq_wr,tag,head_orig,tag_lemma
know,Verb,known,238,0.97,92,255,know_Verb,know,know_Verb_known
society,NoC,society,238,0.93,89,256,society_NoC,society,society_NoC_society
control,NoC,control,238,0.94,83,256,control_NoC,control,control_NoC_control
major,Adj,major,238,0.94,104,254,major_Adj,major,major_Adj_major
seem,Verb,seemed,238,0.9,60,259,seem_Verb,seem,seem_Verb_seemed
minister,NoC,minister,237,0.76,56,258,minister_NoC,minister,minister_NoC_minister
themselves,Pron,themselves,237,0.96,124,250,themselves_Pron,themselves,themselves_Pron_themselves
itself,Pron,itself,237,0.96,105,252,itself_Pron,itself,itself_Pron_itself
begin,Verb,began,237,0.91,25,262,begin_Verb,begin,begin_Verb_began
around,Prep,around,237,0.96,137,249,around_Prep,around,around_Prep_around
economic,Adj,economic,236,0.88,53,257,economic_Adj,economic,economic_Adj_economic
far,Adj,further*,,,63,234,far_Adj,far,far_Adj_further*
want,Verb,wanted,234,0.92,314,225,want_Verb,want,want_Verb_wanted
upon,Prep,upon,234,0.94,80,252,upon_Prep,upon,upon_Prep_upon
area,NoC,areas,234,0.93,142,244,area_NoC,area,area_NoC_areas
after,Conj,after,233,0.96,126,245,after_Conj,after,after_Conj_after
woman,NoC,woman,232,0.92,138,243,woman_NoC,woman,woman_NoC_woman
therefore,Adv,therefore,232,0.93,152,241,therefore_Adv,therefore,therefore_Adv_therefore
only,Adj,only,231,0.98,244,229,only_Adj,only,only_Adj_only
community,NoC,community,231,0.92,125,243,community_NoC,community,community_NoC_community
England,NoP,England,231,0.93,56,252,England_NoP,England,England_NoP_England
city,NoC,city,231,0.94,143,241,city_NoC,city,city_NoC_city
including,Prep,including,230,0.93,45,252,including_Prep,including,including_Prep_including
centre,NoC,centre,230,0.93,133,242,centre_NoC,centre,centre_NoC_centre
give,Verb,gave,229,0.95,148,239,give_Verb,give,give_Verb_gave
among,Prep,among,229,0.95,26,252,among_Prep,among,among_Prep_among
job,NoC,job,229,0.95,382,211,job_NoC,job,job_NoC_job
position,NoC,position,228,0.95,130,240,position_NoC,position,position_NoC_position
effect,NoC,effect,228,0.93,87,244,effect_NoC,effect,effect_NoC_effect
likely,Adj,likely,227,0.95,91,243,likely_Adj,likely,likely_Adj_likely
real,Adj,real,227,0.97,132,238,real_Adj,real,real_Adj_real
clear,Adj,clear,227,0.96,140,237,clear_Adj,clear,clear_Adj_clear
staff,NoC,staff,226,0.93,138,237,staff_NoC,staff,staff_NoC_staff
read,Verb,read,225,0.83,260,221,read_Verb,read,read_Verb_read
kind,NoC,kind,225,0.96,270,219,kind_NoC,kind,kind_NoC_kind
black,Adj,black,225,0.95,147,234,black_Adj,black,black_Adj_black
become,Verb,became,223,0.94,45,244,become_Verb,become,become_Verb_became
provide,Verb,provide,223,0.94,88,239,provide_Verb,provide,provide_Verb_provide
particular,Adj,particular,223,0.93,209,225,particular_Adj,particular,particular_Adj_particular
action,NoC,action,221,0.94,88,236,action_NoC,action,action_NoC_action
international,Adj,international,221,0.9,38,242,international_Adj,international,international_Adj_international
moment,NoC,moment,221,0.91,285,214,moment_NoC,moment,moment_NoC_moment
line,NoC,line,221,0.96,181,226,line_NoC,line,line_NoC_line
certain,Adj,certain,220,0.96,169,226,certain_Adj,certain,certain_Adj_certain
either,Adv,either,220,0.97,198,222,either_Adv,either,either_Adv_either
particularly,Adv,particularly,220,0.95,153,228,particularly_Adv,particularly,particularly_Adv_particularly
going,Verb,going (to),,,911,220,going_Verb,going,going_Verb_going (to)
special,Adj,special,220,0.96,125,231,special_Adj,special,special_Adj_special
difficult,Adj,difficult,220,0.96,202,222,difficult_Adj,difficult,difficult_Adj_difficult
open,Adj,open,219,0.95,155,226,open_Adj,open,open_Adj_open
take,Verb,taking,218,0.98,224,217,take_Verb,take,take_Verb_taking
management,NoC,management,218,0.9,101,231,management_NoC,management,management_NoC_management
idea,NoC,idea,217,0.97,253,213,idea_NoC,idea,idea_NoC_idea
across,Prep,across,217,0.95,173,222,across_Prep,across,across_Prep_across
whole,Adj,whole,216,0.97,248,212,whole_Adj,whole,whole_Adj_whole
far,Adj,further,216,0.94,,,far_Adj,far,far_Adj_further
age,NoC,age,216,0.94,124,226,age_NoC,age,age_NoC_age
act,NoC,act,215,0.87,56,234,act_NoC,act,act_NoC_act
process,NoC,process,215,0.93,78,231,process_NoC,process,process_NoC_process
evidence,NoC,evidence,215,0.93,82,230,evidence_NoC,evidence,evidence_NoC_evidence
around,Adv,around,215,0.96,196,217,around_Adv,around,around_Adv_around
off,Prep,off,214,0.95,341,199,off_Prep,off,off_Prep_off
view,NoC,view,214,0.95,169,219,view_NoC,view,view_NoC_view
good,Adj,better,214,0.97,308,203,good_Adj,good,good_Adj_better
mind,NoC,mind,213,0.94,164,219,mind_NoC,mind,mind_NoC_mind
rather,Adv,rather,213,0.96,209,213,rather_Adv,rather,rather_Adv_rather
sense,NoC,sense,213,0.95,159,219,sense_NoC,sense,sense_NoC_sense
seem,Verb,seems,212,0.96,186,215,seem_Verb,seem,seem_Verb_seems
believe,Verb,believe,212,0.95,257,207,believe_Verb,believe,believe_Verb_believe
third,Ord,third,211,0.95,132,220,third_Ord,third,third_Ord_third
morning,NoC,morning,211,0.92,459,183,morning_NoC,morning,morning_NoC_morning
half,DetP,half,209,0.95,440,182,half_DetP,half,half_DetP_half
else,Adv,else,209,0.93,475,178,else_Adv,else,else_Adv_else
white,Adj,white,206,0.95,131,214,white_Adj,white,white_Adj_white
sometimes,Adv,sometimes,205,0.96,199,206,sometimes_Adv,sometimes,sometimes_Adv_sometimes
death,NoC,death,205,0.95,57,222,death_NoC,death,death_NoC_death
thus,Adv,thus,205,0.91,8,228,thus_Adv,thus,thus_Adv_thus
bring,Verb,brought,204,0.97,143,211,bring_Verb,bring,bring_Verb_brought
church,NoC,church,203,0.92,107,214,church_NoC,church,church_NoC_church
ten,Num,ten,203,0.92,616,155,ten_Num,ten,ten_Num_ten
get,Verb,getting,203,0.93,539,165,get_Verb,get,get_Verb_getting
shall,VMod,shall,202,0.92,264,195,shall_VMod,shall,shall_VMod_shall
God,NoP,God,202,0.9,305,190,God_NoP,God,God_NoP_God
hear,Verb,heard,202,0.92,232,199,hear_Verb,hear,hear_Verb_heard
try,Verb,try,202,0.95,396,180,try_Verb,try,try_Verb_try
behind,Prep,behind,202,0.93,121,211,behind_Prep,behind,behind_Prep_behind
4,Num,4,201,0.92,3,224,4_Num,4,4_Num_4
support,NoC,support,201,0.93,104,212,support_NoC,support,support_NoC_support
table,NoC,table,201,0.94,148,208,table_NoC,table,table_NoC_table
change,NoC,change,201,0.94,110,212,change_NoC,change,change_NoC_change
back,NoC,back,200,0.93,270,192,back_NoC,back,back_NoC_back
sort,NoC,sort,199,0.9,712,140,sort_NoC,sort,sort_NoC_sort
free,Adj,free,198,0.96,113,208,free_Adj,free,free_Adj_free
care,NoC,care,198,0.9,95,209,care_NoC,care,care_NoC_care
whose,DetP,whose,198,0.96,43,216,whose_DetP,whose,whose_DetP_whose
Mrs,NoC,Mrs,198,0.9,150,204,Mrs_NoC,Mrs,Mrs_NoC_Mrs
ago,Adv,ago,198,0.94,259,191,ago_Adv,ago,ago_Adv_ago
industry,NoC,industry,198,0.91,77,212,industry_NoC,industry,industry_NoC_industry
order,NoC,order,197,0.9,111,207,order_NoC,order,order_NoC_order
century,NoC,century,197,0.91,42,215,century_NoC,century,century_NoC_century
so that,Conj,so that,197,0.96,231,193,so that_Conj,so that,so that_Conj_so that
range,NoC,range,196,0.93,59,211,range_NoC,range,range_NoC_range
yesterday,Adv,yesterday,195,0.79,177,197,yesterday_Adv,yesterday,yesterday_Adv_yesterday
go,Verb,gone,195,0.92,418,170,go_Verb,go,go_Verb_gone
European,Adj,European,195,0.9,69,210,European_Adj,European,European_Adj_European
ask,Verb,ask,194,0.93,399,170,ask_Verb,ask,ask_Verb_ask
street,NoC,street,194,0.94,137,200,street_NoC,street,street_NoC_street
home,Adv,home,194,0.93,265,185,home_Adv,home,home_Adv_home
work,Verb,working,194,0.96,282,184,work_Verb,work,work_Verb_working
training,NoC,training,194,0.91,156,198,training_NoC,training,training_NoC_training
central,Adj,central,193,0.93,71,207,central_Adj,central,central_Adj_central
group,NoC,groups,193,0.93,85,206,group_NoC,group,group_NoC_groups
all,Adv,all,193,0.96,229,189,all_Adv,all,all_Adv_all
word,NoC,word,193,0.94,214,191,word_NoC,word,word_NoC_word
history,NoC,history,193,0.92,70,207,history_NoC,history,history_NoC_history
study,NoC,study,192,0.87,38,209,study_NoC,study,study_NoC_study
hundred,NoC,hundred,191,0.81,1023,95,hundred_NoC,hundred,hundred_NoC_hundred
remember,Verb,remember,191,0.92,513,154,remember_Verb,remember,remember_Verb_remember
trade,NoC,trade,191,0.91,122,199,trade_NoC,trade,trade_NoC_trade
usually,Adv,usually,191,0.95,144,197,usually_Adv,usually,usually_Adv_usually
food,NoC,food,190,0.95,117,198,food_NoC,food,food_NoC_food
committee,NoC,committee,190,0.92,187,190,committee_NoC,committee,committee_NoC_committee
programme,NoC,programme,190,0.91,131,197,programme_NoC,programme,programme_NoC_programme
air,NoC,air,189,0.95,86,201,air_NoC,air,air_NoC_air
experience,NoC,experience,189,0.94,103,198,experience_NoC,experience,experience_NoC_experience
rate,NoC,rate,189,0.91,89,200,rate_NoC,rate,rate_NoC_rate
hour,NoC,hours,189,0.96,191,189,hour_NoC,hour,hour_NoC_hours
hand,NoC,hands,188,0.91,94,199,hand_NoC,hand,hand_NoC_hands
land,NoC,land,188,0.93,166,190,land_NoC,land,land_NoC_land
language,NoC,language,188,0.87,79,200,language_NoC,language,language_NoC_language
sir,NoC,sir,188,0.92,143,194,sir_NoC,sir,sir_NoC_sir
indeed,Adv,indeed,188,0.95,166,191,indeed_Adv,indeed,indeed_Adv_indeed
course,NoC,course,187,0.93,143,192,course_NoC,course,course_NoC_course
everything,Pron,everything,187,0.93,359,167,everything_Pron,everything,everything_Pron_everything
someone,Pron,someone,187,0.93,181,187,someone_Pron,someone,someone_Pron_someone
result,NoC,result,187,0.94,74,200,result_NoC,result,result_NoC_result
10,Num,10,186,0.91,2,207,10_Num,10,10_Num_10
section,NoC,section,186,0.86,89,197,section_NoC,section,section_NoC_section
base,Verb,based,186,0.93,79,199,base_Verb,base,base_Verb_based
certainly,Adv,certainly,186,0.95,299,173,certainly_Adv,certainly,certainly_Adv_certainly
team,NoC,team,186,0.91,93,197,team_NoC,team,team_NoC_team
come,Verb,coming,185,0.92,522,146,come_Verb,come,come_Verb_coming
leave,Verb,leave,185,0.95,289,173,leave_Verb,leave,leave_Verb_leave
try,Verb,trying,185,0.94,311,171,try_Verb,try,try_Verb_trying
similar,Adj,similar,184,0.94,69,198,similar_Adj,similar,similar_Adj_similar
case,NoC,cases,183,0.91,71,195,case_NoC,case,case_NoC_cases
authority,NoC,authority,183,0.91,118,191,authority_NoC,authority,authority_NoC_authority
little,DetP,little,183,0.96,37,200,little_DetP,little,little_DetP_little
change,NoC,changes,183,0.92,69,196,change_NoC,change,change_NoC_changes
once,Adv,once,183,0.96,114,191,once_Adv,once,once_Adv_once
minute,NoC,minutes,183,0.94,253,175,minute_NoC,minute,minute_NoC_minutes
human,Adj,human,183,0.93,51,199,human_Adj,human,human_Adj_human
role,NoC,role,182,0.93,66,196,role_NoC,role,role_NoC_role
common,Adj,common,182,0.94,67,196,common_Adj,common,common_Adj_common
data,NoC,data,182,0.86,51,197,data_NoC,data,data_NoC_data
reason,NoC,reason,181,0.97,180,181,reason_NoC,reason,reason_NoC_reason
true,Adj,true,181,0.97,177,182,true_Adj,true,true_Adj_true
long,Adv,long,181,0.96,153,184,long_Adv,long,long_Adv_long
nature,NoC,nature,181,0.94,63,195,nature_NoC,nature,nature_NoC_nature
class,NoC,class,181,0.92,108,189,class_NoC,class,class_NoC_class
Europe,NoP,Europe,181,0.91,62,195,Europe_NoP,Europe,Europe_NoP_Europe
necessary,Adj,necessary,181,0.94,71,194,necessary_Adj,necessary,necessary_Adj_necessary
town,NoC,town,180,0.92,159,182,town_NoC,town,town_NoC_town
say,Verb,saying,180,0.91,577,135,say_Verb,say,say_Verb_saying
show,Verb,show,180,0.97,169,181,show_Verb,show,show_Verb_show
subject,NoC,subject,179,0.86,66,192,subject_NoC,subject,subject_NoC_subject
voice,NoC,voice,179,0.87,48,194,voice_NoC,voice,voice_NoC_voice
company,NoC,companies,178,0.9,74,190,company_NoC,company,company_NoC_companies
because of,Prep,because of,178,0.97,142,182,because of_Prep,because of,because of_Prep_because of
since,Prep,since,178,0.93,72,190,since_Prep,since,since_Prep_since
single,Adj,single,177,0.95,94,187,single_Adj,single,single_Adj_single
simply,Adv,simply,177,0.96,98,187,simply_Adv,simply,simply_Adv_simply
short,Adj,short,177,0.98,127,182,short_Adj,short,short_Adj_short
especially,Adv,especially,177,0.95,89,187,especially_Adv,especially,especially_Adv_especially
b,Lett,b,177,0.91,352,159,b_Lett,b,b_Lett_b
department,NoC,department,177,0.85,91,187,department_NoC,department,department_NoC_department
personal,Adj,personal,176,0.94,65,189,personal_Adj,personal,personal_Adj_personal
as well as,Prep,as well as,176,0.95,55,190,as well as_Prep,as well as,as well as_Prep_as well as
5,Num,5,176,0.92,5,195,5_Num,5,5_Num_5
start,Verb,started,175,0.95,261,165,start_Verb,start,start_Verb_started
value,NoC,value,175,0.93,70,187,value_NoC,value,value_NoC_value
member,NoC,member,175,0.85,85,185,member_NoC,member,member_NoC_member
pay,Verb,pay,175,0.94,309,160,pay_Verb,pay,pay_Verb_pay
run,Verb,run,174,0.96,179,174,run_Verb,run,run_Verb_run
patient,NoC,patients,173,0.66,36,189,patient_NoC,patient,patient_NoC_patients
UK,NoP,UK,173,0.89,0,193,UK_NoP,UK,UK_NoP_UK
eight,Num,eight,173,0.9,606,123,eight_Num,eight,eight_Num_eight
paper,NoC,paper,173,0.96,232,166,paper_NoC,paper,paper_NoC_paper
system,NoC,systems,173,0.8,43,188,system_NoC,system,system_NoC_systems
private,Adj,private,173,0.94,69,185,private_Adj,private,private_Adj_private
seven,Num,seven,173,0.91,565,128,seven_Num,seven,seven_Num_seven
herself,Pron,herself,172,0.85,38,187,herself_Pron,herself,herself_Pron_herself
wife,NoC,wife,171,0.93,107,178,wife_NoC,wife,wife_NoC_wife
practice,NoC,practice,171,0.92,62,184,practice_NoC,practice,practice_NoC_practice
seem,Verb,seem,170,0.97,146,173,seem_Verb,seem,seem_Verb_seem
figure,NoC,figure,170,0.93,97,178,figure_NoC,figure,figure_NoC_figure
price,NoC,price,170,0.92,121,176,price_NoC,price,price_NoC_price
former,DetP,former,170,0.88,21,187,former_DetP,former,former_DetP_former
type,NoC,type,170,0.88,117,176,type_NoC,type,type_NoC_type
rather than,Prep,rather than,169,0.94,101,177,rather than_Prep,rather than,rather than_Prep_rather than
right,NoC,right,169,0.94,67,181,right_NoC,right,right_NoC_right
need,NoC,need,169,0.96,101,176,need_NoC,need,need_NoC_need
lose,Verb,lost,169,0.96,155,171,lose_Verb,lose,lose_Verb_lost
country,NoC,countries,168,0.89,57,180,country_NoC,country,country_NoC_countries
bank,NoC,bank,168,0.91,85,177,bank_NoC,bank,bank_NoC_bank
decision,NoC,decision,168,0.92,97,176,decision_NoC,decision,decision_NoC_decision
matter,NoC,matter,168,0.95,145,171,matter_NoC,matter,matter_NoC_matter
until,Prep,until,167,0.95,82,177,until_Prep,until,until_Prep_until
union,NoC,union,166,0.87,134,169,union_NoC,union,union_NoC_union
make,Verb,makes,166,0.97,162,167,make_Verb,make,make_Verb_makes
term,NoC,terms,165,0.9,76,176,term_NoC,term,term_NoC_terms
financial,Adj,financial,165,0.92,78,175,financial_Adj,financial,financial_Adj_financial
need,Verb,needed,165,0.97,77,175,need_Verb,need,need_Verb_needed
south,NoC,south,165,0.94,103,172,south_NoC,south,south_NoC_south
club,NoC,club,164,0.88,90,173,club_NoC,club,club_NoC_club
university,NoC,university,164,0.87,75,175,university_NoC,university,university_NoC_university
friend,NoC,friend,164,0.79,102,171,friend_NoC,friend,friend_NoC_friend
president,NoC,president,164,0.77,76,174,president_NoC,president,president_NoC_president
parent,NoC,parents,163,0.93,111,169,parent_NoC,parent,parent_NoC_parents
building,NoC,building,163,0.95,122,167,building_NoC,building,building_NoC_building
quality,NoC,quality,163,0.93,99,170,quality_NoC,quality,quality_NoC_quality
cos,Conj,cos,163,0.64,1535,4,cos_Conj,cos,cos_Conj_cos
north,NoC,north,163,0.94,88,171,north_NoC,north,north_NoC_north
meeting,NoC,meeting,162,0.91,178,160,meeting_NoC,meeting,meeting_NoC_meeting
stage,NoC,stage,162,0.96,126,166,stage_NoC,stage,stage_NoC_stage
secretary,NoC,secretary,162,0.86,96,161,secretary_NoC,secretary,secretary_NoC_secretary
foreign,Adj,foreign,161,0.83,27,177,foreign_Adj,foreign,foreign_Adj_foreign
soon,Adv,soon,161,0.96,82,170,soon_Adv,soon,soon_Adv_soon
will,VMod,wo,161,0.87,,,will_VMod,will,will_VMod_wo
strong,Adj,strong,160,0.97,77,170,strong_Adj,strong,strong_Adj_strong
situation,NoC,situation,160,0.95,176,158,situation_NoC,situation,situation_NoC_situation
come,Verb,comes,160,0.95,328,140,come_Verb,come,come_Verb_comes
bed,NoC,bed,159,0.89,177,156,bed_NoC,bed,bed_NoC_bed
late,Adj,late,159,0.97,102,166,late_Adj,late,late_Adj_late
recent,Adj,recent,158,0.94,36,173,recent_Adj,recent,recent_Adj_recent
concerned,Adj,concerned,158,0.95,134,160,concerned_Adj,concerned,concerned_Adj_concerned
low,Adj,low,158,0.96,91,166,low_Adj,low,low_Adj_low
US,NoP,US,158,0.84,2,176,US_NoP,US,US_NoP_US
date,NoC,date,158,0.75,80,167,date_NoC,date,date_NoC_date
girl,NoC,girl,158,0.9,156,158,girl_NoC,girl,girl_NoC_girl
American,Adj,American,157,0.92,55,169,American_Adj,American,American_Adj_American
according to,Prep,according to,157,0.92,37,171,according to_Prep,according to,according to_Prep_according to
as if,Conj,as if,157,0.88,64,167,as if_Conj,as if,as if_Conj_as if
David,NoP,David,157,0.9,,,David_NoP,David,David_NoP_David
hard,Adj,hard,157,0.96,153,158,hard_Adj,hard,hard_Adj_hard
tax,NoC,tax,156,0.88,107,162,tax_NoC,tax,tax_NoC_tax
production,NoC,production,156,0.92,50,168,production_NoC,production,production_NoC_production
used,VMod,used,156,0.83,742,88,used_VMod,used,used_VMod_used
high,Adj,higher,156,0.93,66,167,high_Adj,high,high_Adj_higher
twenty,Num,twenty,156,0.82,925,67,twenty_Num,twenty,twenty_Num_twenty
understand,Verb,understand,155,0.95,203,149,understand_Verb,understand,understand_Verb_understand
various,Adj,various,155,0.95,101,161,various_Adj,various,various_Adj_various
school,NoC,schools,154,0.89,118,159,school_NoC,school,school_NoC_schools
week,NoC,weeks,154,0.95,198,149,week_NoC,week,week_NoC_weeks
ground,NoC,ground,154,0.96,80,163,ground_NoC,ground,ground_NoC_ground
condition,NoC,conditions,154,0.93,56,165,condition_NoC,condition,condition_NoC_conditions
bring,Verb,bring,154,0.97,216,147,bring_Verb,bring,bring_Verb_bring
secretary,NoC,Secretary,154,0.86,,,secretary_NoC,secretary,secretary_NoC_Secretary
lead,Verb,led,154,0.95,24,170,lead_Verb,lead,lead_Verb_led
clearly,Adv,clearly,153,0.95,,,clearly_Adv,clearly,clearly_Adv_clearly
art,NoC,art,153,0.83,35,166,art_NoC,art,art_NoC_art
bad,Adj,bad,153,0.94,296,136,bad_Adj,bad,bad_Adj_bad
start,Verb,start,153,0.94,365,128,start_Verb,start,start_Verb_start
up to,Prep,up to,152,0.96,228,144,up to_Prep,up to,up to_Prep_up to
include,Verb,include,152,0.93,35,165,include_Verb,include,include_Verb_include
decide,Verb,decided,151,0.97,89,158,decide_Verb,decide,decide_Verb_decided
poor,Adj,poor,151,0.96,100,157,poor_Adj,poor,poor_Adj_poor
hospital,NoC,hospital,151,0.9,97,157,hospital_NoC,hospital,hospital_NoC_hospital
friend,NoC,friends,151,0.95,104,156,friend_NoC,friend,friend_NoC_friends
try,Verb,tried,150,0.93,107,155,try_Verb,try,try_Verb_tried
show,Verb,shown,150,0.91,40,163,show_Verb,show,show_Verb_shown
music,NoC,music,150,0.91,,,music_NoC,music,music_NoC_music
month,NoC,month,150,0.93,147,150,month_NoC,month,month_NoC_month
May,NoP,May,150,0.84,50,161,May_NoP,May,May_NoP_May
to,Inf,na,150,0.66,,,to_Inf,to,to_Inf_na
anyone,Pron,anyone,150,0.95,,,anyone_Pron,anyone,anyone_Pron_anyone
game,NoC,game,150,0.9,112,154,game_NoC,game,game_NoC_game
1990,Num,1990,150,0.72,5,166,1990_Num,1990,1990_Num_1990
English,Adj,English,150,0.94,52,161,English_Adj,English,English_Adj_English
follow,Verb,followed,149,0.96,28,163,follow_Verb,follow,follow_Verb_followed
chapter,NoC,chapter,149,0.91,30,163,chapter_NoC,chapter,chapter_NoC_chapter
cost,NoC,cost,149,0.93,115,153,cost_NoC,cost,cost_NoC_cost
way,NoC,ways,149,0.95,106,154,way_NoC,way,way_NoC_ways
wrong,Adj,wrong,149,0.95,263,136,wrong_Adj,wrong,wrong_Adj_wrong
play,Verb,play,149,0.94,194,143,play_Verb,play,play_Verb_play
more than,Adv,more than,148,0.93,,,more than_Adv,more than,more than_Adv_more than
Mr,NoC,Mr.,148,0.4,5,164,Mr_NoC,Mr,Mr_NoC_Mr.
present,Adj,present,148,0.94,,,present_Adj,present,present_Adj_present
at all,Adv,at all,148,0.94,270,134,at all_Adv,at all,at all_Adv_at all
issue,NoC,issue,148,0.93,112,152,issue_NoC,issue,issue_NoC_issue
award,NoC,award,148,0.28,13,163,award_NoC,award,award_NoC_award
love,NoC,love,148,0.92,,,love_NoC,love,love_NoC_love
describe,Verb,described,148,0.93,26,162,describe_Verb,describe,describe_Verb_described
go,Verb,goes,148,0.89,503,107,go_Verb,go,go_Verb_goes
result,NoC,results,147,0.91,43,159,result_NoC,result,result_NoC_results
king,NoC,king,147,0.92,37,160,king_NoC,king,king_NoC_king
royal,Adj,royal,147,0.92,38,160,royal_Adj,royal,royal_Adj_royal
April,NoP,April,147,0.84,,,April_NoP,April,April_NoP_April
worker,NoC,workers,147,0.9,63,157,worker_NoC,worker,worker_NoC_workers
move,Verb,moved,146,0.94,106,150,move_Verb,move,move_Verb_moved
expect,Verb,expected,146,0.94,35,159,expect_Verb,expect,expect_Verb_expected
despite,Prep,despite,146,0.95,22,160,despite_Prep,despite,despite_Prep_despite
June,NoP,June,146,0.83,,,June_NoP,June,June_NoP_June
knowledge,NoC,knowledge,146,0.92,,,knowledge_NoC,knowledge,knowledge_NoC_knowledge
student,NoC,students,146,0.87,48,157,student_NoC,student,student_NoC_students
amount,NoC,amount,146,0.87,138,147,amount_NoC,amount,amount_NoC_amount
basis,NoC,basis,145,0.93,,,basis_NoC,basis,basis_NoC_basis
approach,NoC,approach,145,0.93,48,156,approach_NoC,approach,approach_NoC_approach
news,NoC,news,145,0.94,,,news_NoC,news,news_NoC_news
March,NoP,March,145,0.83,,,March_NoP,March,March_NoP_March
lord,NoC,lord,145,0.91,136,146,lord_NoC,lord,lord_NoC_lord
light,NoC,light,145,0.93,90,152,light_NoC,light,light_NoC_light
cut,Verb,cut,145,0.96,165,142,cut_Verb,cut,cut_Verb_cut
p,NoC,p.,145,0.66,0,161,p_NoC,p,p_NoC_p.
pay,Verb,paid,144,0.95,163,142,pay_Verb,pay,pay_Verb_paid
hair,NoC,hair,144,0.88,,,hair_NoC,hair,hair_NoC_hair
require,Verb,required,144,0.92,30,157,require_Verb,require,require_Verb_required
series,NoC,series,144,0.93,,,series_NoC,series,series_NoC_series
further,Adv,further,144,0.97,,,further_Adv,further,further_Adv_further
easy,Adj,easy,143,0.96,137,144,easy_Adj,easy,easy_Adj_easy
field,NoC,field,143,0.93,58,153,field_NoC,field,field_NoC_field
before,Adv,before,143,0.94,230,133,before_Adv,before,before_Adv_before
question,NoC,questions,143,0.95,153,141,question_NoC,question,question_NoC_questions
better,Adv,better,143,0.95,197,137,better_Adv,better,better_Adv_better
keep,Verb,kept,143,0.95,113,146,keep_Verb,keep,keep_Verb_kept
allow,Verb,allowed,143,0.9,105,147,allow_Verb,allow,allow_Verb_allowed
rest,NoC,rest,142,0.97,,,rest_NoC,rest,rest_NoC_rest
natural,Adj,natural,142,0.94,,,natural_Adj,natural,natural_Adj_natural
future,NoC,future,142,0.95,99,147,future_NoC,future,future_NoC_future
live,Verb,live,142,0.96,167,139,live_Verb,live,live_Verb_live
foot,NoC,feet,141,0.92,85,147,foot_NoC,foot,foot_NoC_feet
meet,Verb,meet,141,0.97,99,145,meet_Verb,meet,meet_Verb_meet
project,NoC,project,141,0.87,84,148,project_NoC,project,project_NoC_project
great,Adj,greater,141,0.94,50,152,great_Adj,great,great_Adj_greater
die,Verb,died,140,0.91,79,147,die_Verb,die,die_Verb_died
simple,Adj,simple,140,0.95,81,147,simple_Adj,simple,simple_Adj_simple
for,Conj,for,139,0.95,,,for_Conj,for,for_Conj_for
add,Verb,added,139,0.94,26,152,add_Verb,add,add_Verb_added
happen,Verb,happened,139,0.94,195,132,happen_Verb,happen,happen_Verb_happened
computer,NoC,computer,138,0.85,85,145,computer_NoC,computer,computer_NoC_computer
near,Prep,near,138,0.94,,,near_Prep,near,near_Prep_near
c,Lett,c,138,0.88,453,106,c_Lett,c,c_Lett_c
evening,NoC,evening,138,0.93,,,evening_NoC,evening,evening_NoC_evening
meet,Verb,met,138,0.95,70,146,meet_Verb,meet,meet_Verb_met
round,Adv,round,138,0.89,415,106,round_Adv,round,round_Adv_round
security,NoC,security,138,0.88,49,149,security_NoC,security,security_NoC_security
carry,Verb,carried,138,0.96,69,146,carry_Verb,carry,carry_Verb_carried
mean,Verb,means,138,0.96,170,134,mean_Verb,mean,mean_Verb_means
manager,NoC,manager,138,0.89,65,147,manager_NoC,manager,manager_NoC_manager
forward,Adv,forward,137,0.95,,,forward_Adv,forward,forward_Adv_forward
attention,NoC,attention,137,0.96,,,attention_NoC,attention,attention_NoC_attention
structure,NoC,structure,137,0.92,80,143,structure_NoC,structure,structure_NoC_structure
above,Prep,above,137,0.96,,,above_Prep,above,above_Prep_above
hear,Verb,hear,137,0.92,254,124,hear_Verb,hear,hear_Verb_hear
bit,NoC,bit,137,0.86,635,80,bit_NoC,bit,bit_NoC_bit
send,Verb,sent,137,0.97,110,140,send_Verb,send,send_Verb_sent
story,NoC,story,137,0.95,95,141,story_NoC,story,story_NoC_story
heart,NoC,heart,137,0.93,56,147,heart_NoC,heart,heart_NoC_heart
labour,NoC,labour,137,0.91,,,labour_NoC,labour,labour_NoC_labour
nine,Num,nine,136,0.88,571,86,nine_Num,nine,nine_Num_nine
move,Verb,move,136,0.95,251,123,move_Verb,move,move_Verb_move
force,NoC,force,136,0.94,48,146,force_NoC,force,force_NoC_force
letter,NoC,letter,136,0.95,132,136,letter_NoC,letter,letter_NoC_letter
individual,Adj,individual,136,0.93,,,individual_Adj,individual,individual_Adj_individual
study,NoC,studies,136,0.84,18,149,study_NoC,study,study_NoC_studies
agree,Verb,agreed,136,0.91,85,142,agree_Verb,agree,agree_Verb_agreed
&,Conj,&,136,0.91,,,&amp;_Conj,&amp;,&amp;_Conj_&amp;
movement,NoC,movement,135,0.93,48,145,movement_NoC,movement,movement_NoC_movement
per,Prep,per,135,0.91,,,per_Prep,per,per_Prep_per
call,Verb,call,135,0.94,290,117,call_Verb,call,call_Verb_call
account,NoC,account,135,0.93,72,142,account_NoC,account,account_NoC_account
board,NoC,board,134,0.92,100,138,board_NoC,board,board_NoC_board
following,Adj,following,134,0.92,,,following_Adj,following,following_Adj_following
6,Num,6,134,0.92,,,6_Num,6,6_Num_6
